0.000031		0.000131
0.000021		0.000107
0.000021		0.000106
0.000020		0.000106
0.000021		0.000106
0.000020		0.000106
0.000020		0.000105
0.000021		0.000107
0.000021		0.000106
0.000020		0.000106
0.000021		0.000108
0.000029		0.000109
0.000021		0.000109
0.000021		0.000109
0.000033		0.000192
0.000032		0.000164
0.000032		0.000163
0.000036		0.000164
0.000033		0.000163
0.000032		0.000163
0.000032		0.000163
0.000047		0.000267
0.000047		0.000232
0.000047		0.000238
0.000046		0.000231
0.000046		0.000246
0.000043		0.000218
0.000042		0.000217
0.000043		0.000218
0.000030		0.000184
0.000029		0.000152
0.000029		0.000150
0.000030		0.000151
0.000029		0.000150
0.000029		0.000150
0.000029		0.000150
0.000030		0.000150
0.000044		0.000248
0.000043		0.000219
0.000045		0.000218
0.000043		0.000218
0.000042		0.000218
0.000043		0.000225
0.000042		0.000218
0.000044		0.000218
0.000043		0.000235
0.000042		0.000207
0.000042		0.000206
0.000043		0.000207
0.000041		0.000206
0.000043		0.000207
0.000040		0.000207
0.000039		0.000207
0.000021		0.000133
0.000020		0.000107
0.000020		0.000106
0.000021		0.000106
0.000021		0.000106
0.000021		0.000106
0.000021		0.000106
0.000021		0.000106
0.000056		0.000274
0.000037		0.000187
0.000037		0.000187
0.000037		0.000187
0.000036		0.000186
0.000037		0.000187
0.000036		0.000186
0.000037		0.000187
0.000021		0.000128
0.000020		0.000106
0.000020		0.000106
0.000021		0.000106
0.000021		0.000106
0.000020		0.000106
0.000021		0.000106
0.000021		0.000106
